motion_id,topic,source,confidence,classified_at
dtumonsoons2025.calicotab.com:dtumonsoons2025:62362,,,,2026-09-26T13:52:04.780788+00:00
dtumonsoons2025.calicotab.com:dtumonsoons2025:62380,,,,2026-09-26T13:52:04.780788+00:00
dtumonsoons2025.calicotab.com:dtumonsoons2025:62393,Politics & Governance,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dtumonsoons2025.calicotab.com:dtumonsoons2025:62447,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dtumonsoons2026.calicotab.com:_:83510,,,,2026-09-26T13:52:04.780788+00:00
dtumonsoons2026.calicotab.com:_:83533,Law & Criminal Justice,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dtumonsoons2026.calicotab.com:_:83558,,,,2026-09-26T13:52:04.780788+00:00
dtumonsoons2026.calicotab.com:_:83578,Education,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dtumonsoons2026.calicotab.com:_:83617,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dtupd2023.calicotab.com:dtupd2023:24276,Politics & Governance,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dtupd2023.calicotab.com:dtupd2023:24277,Technology & Science,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dtupd2023.calicotab.com:dtupd2023:24278,Military & Security,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dtupd2023.calicotab.com:dtupd2023:24279,,,,2026-09-26T13:52:04.780788+00:00
vitark2024.calicotab.com:vitark2025:52175,Law & Criminal Justice,keyword,1.0,2026-09-26T13:52:04.780788+00:00
vitark2024.calicotab.com:vitark2025:52194,Health,keyword,1.0,2026-09-26T13:52:04.780788+00:00
vitark2024.calicotab.com:vitark2025:52273,Health,keyword,1.0,2026-09-26T13:52:04.780788+00:00
vitark2024.calicotab.com:vitark2025:52306,,,,2026-09-26T13:52:04.780788+00:00
vitark2024.calicotab.com:vitark2025:52354,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
bhaavarth2024.calicotab.com:bhaavarthpreWUDC:65120,,,,2026-09-26T13:52:04.780788+00:00
bhaavarth2024.calicotab.com:bhaavarthpreWUDC:65161,Environment,model,0.549,2026-09-26T13:52:04.780788+00:00
bhaavarth2024.calicotab.com:bhaavarthpreWUDC:65207,,,,2026-09-26T13:52:04.780788+00:00
bhaavarth2024.calicotab.com:bhaavarthpreWUDC:65311,,,,2026-09-26T13:52:04.780788+00:00
bhaavarth2024.calicotab.com:bhaavarthpd24:47049,,,,2026-09-26T13:52:04.780788+00:00
bhaavarth2024.calicotab.com:bhaavarthpd24:47050,,,,2026-09-26T13:52:04.780788+00:00
bhaavarth2024.calicotab.com:bhaavarthpd24:47051,,,,2026-09-26T13:52:04.780788+00:00
bhaavarth2024.calicotab.com:bhaavarthpd24:47052,,,,2026-09-26T13:52:04.780788+00:00
bhaavarth2024.calicotab.com:bhaavarthpd24:47054,Military & Security,keyword,1.0,2026-09-26T13:52:04.780788+00:00
filibusterpd25.calicotab.com:filibusterpd25:52788,,,,2026-09-26T13:52:04.780788+00:00
filibusterpd25.calicotab.com:filibusterpd25:52814,Gender & Feminism,keyword,1.0,2026-09-26T13:52:04.780788+00:00
filibusterpd25.calicotab.com:filibusterpd25:52846,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
filibusterpd25.calicotab.com:filibusterpd25:52869,,,,2026-09-26T13:52:04.780788+00:00
manzar2023.calicotab.com:manzar2023:28271,Education,keyword,1.0,2026-09-26T13:52:04.780788+00:00
manzar2023.calicotab.com:manzar2023:28272,Media & Culture,keyword,1.0,2026-09-26T13:52:04.780788+00:00
manzar2023.calicotab.com:manzar2023:28273,,,,2026-09-26T13:52:04.780788+00:00
manzar2023.calicotab.com:manzar2023:28274,Military & Security,keyword,1.0,2026-09-26T13:52:04.780788+00:00
manzar2023.calicotab.com:manzar2023:28275,Technology & Science,keyword,1.0,2026-09-26T13:52:04.780788+00:00
manzar2024.calicotab.com:manzar2024:40657,Politics & Governance,keyword,1.0,2026-09-26T13:52:04.780788+00:00
manzar2024.calicotab.com:manzar2024:40658,Education,keyword,1.0,2026-09-26T13:52:04.780788+00:00
manzar2024.calicotab.com:manzar2024:40659,,,,2026-09-26T13:52:04.780788+00:00
manzar2024.calicotab.com:manzar2024:40660,Environment,keyword,1.0,2026-09-26T13:52:04.780788+00:00
manzar2024.calicotab.com:manzar2024:40661,,,,2026-09-26T13:52:04.780788+00:00
manzar.calicotab.com:Manzar:50217,,,,2026-09-26T13:52:04.780788+00:00
manzar.calicotab.com:Manzar:50236,,,,2026-09-26T13:52:04.780788+00:00
manzar.calicotab.com:Manzar:50332,Politics & Governance,keyword,1.0,2026-09-26T13:52:04.780788+00:00
manzar.calicotab.com:Manzar:50386,,,,2026-09-26T13:52:04.780788+00:00
manzar.calicotab.com:Manzar:50426,,,,2026-09-26T13:52:04.780788+00:00
manzar26.calicotab.com:Manzar_2026:72978,,,,2026-09-26T13:52:04.780788+00:00
manzar26.calicotab.com:Manzar_2026:73000,Environment,keyword,1.0,2026-09-26T13:52:04.780788+00:00
manzar26.calicotab.com:Manzar_2026:73098,Religion,keyword,1.0,2026-09-26T13:52:04.780788+00:00
manzar26.calicotab.com:Manzar_2026:73139,Politics & Governance,keyword,1.0,2026-09-26T13:52:04.780788+00:00
manzar26.calicotab.com:Manzar_2026:73175,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
sbs.calicotab.com:sbsbpd23:14297,,,,2026-09-26T13:52:04.780788+00:00
sbs.calicotab.com:sbsbpd23:14298,Media & Culture,model,0.398,2026-09-26T13:52:04.780788+00:00
sbs.calicotab.com:sbsbpd23:14299,,,,2026-09-26T13:52:04.780788+00:00
sbs.calicotab.com:sbsbpd23:14300,,,,2026-09-26T13:52:04.780788+00:00
sbs.calicotab.com:sbsbpd23:14301,Technology & Science,keyword,1.0,2026-09-26T13:52:04.780788+00:00
sbs.calicotab.com:sbsbpd24:14305,,,,2026-09-26T13:52:04.780788+00:00
sbs.calicotab.com:sbsbpd24:14306,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
sbs.calicotab.com:sbsbpd24:14307,Gender & Feminism,keyword,1.0,2026-09-26T13:52:04.780788+00:00
sbs.calicotab.com:sbsbpd24:14308,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
sbs.calicotab.com:sbsbpd24:14309,,,,2026-09-26T13:52:04.780788+00:00
sbs.calicotab.com:sbsbpd25:49798,Religion,keyword,1.0,2026-09-26T13:52:04.780788+00:00
sbs.calicotab.com:sbsbpd25:49822,,,,2026-09-26T13:52:04.780788+00:00
sbs.calicotab.com:sbsbpd25:49975,,,,2026-09-26T13:52:04.780788+00:00
sbs.calicotab.com:sbsbpd25:50012,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
sbs.calicotab.com:sbsbpd25:50052,,,,2026-09-26T13:52:04.780788+00:00
sbs.calicotab.com:sbsbpd26:71955,,,,2026-09-26T13:52:04.780788+00:00
sbs.calicotab.com:sbsbpd26:72012,,,,2026-09-26T13:52:04.780788+00:00
sbs.calicotab.com:sbsbpd26:72127,,,,2026-09-26T13:52:04.780788+00:00
sbs.calicotab.com:sbsbpd26:72156,Health,keyword,1.0,2026-09-26T13:52:04.780788+00:00
sbs.calicotab.com:sbsbpd26:72176,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
logicia2026.calicotab.com:logicia2026:78088,,,,2026-09-26T13:52:04.780788+00:00
logicia2026.calicotab.com:logicia2026:78129,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
logicia2026.calicotab.com:logicia2026:78164,Politics & Governance,keyword,1.0,2026-09-26T13:52:04.780788+00:00
logicia2026.calicotab.com:logicia2026:78288,Religion,keyword,1.0,2026-09-26T13:52:04.780788+00:00
peoplespeak2024.calicotab.com:peoplespeak2024:25818,Law & Criminal Justice,keyword,1.0,2026-09-26T13:52:04.780788+00:00
peoplespeak2024.calicotab.com:peoplespeak2024:25819,,,,2026-09-26T13:52:04.780788+00:00
peoplespeak2024.calicotab.com:peoplespeak2024:25820,International Relations,keyword,1.0,2026-09-26T13:52:04.780788+00:00
peoplespeak2024.calicotab.com:peoplespeak2024:25821,International Relations,keyword,1.0,2026-09-26T13:52:04.780788+00:00
peoplespeak2024.calicotab.com:peoplespeak2024:25822,,,,2026-09-26T13:52:04.780788+00:00
peoplespeak2025.calicotab.com:peoplespeak2025:34487,,,,2026-09-26T13:52:04.780788+00:00
peoplespeak2025.calicotab.com:peoplespeak2025:34517,,,,2026-09-26T13:52:04.780788+00:00
peoplespeak2025.calicotab.com:peoplespeak2025:34556,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
peoplespeak2025.calicotab.com:peoplespeak2025:34576,,,,2026-09-26T13:52:04.780788+00:00
peoplespeak2025.calicotab.com:peoplespeak2025:34609,,,,2026-09-26T13:52:04.780788+00:00
rifaaqat.calicotab.com:_:66790,,,,2026-09-26T13:52:04.780788+00:00
rifaaqat.calicotab.com:_:66876,Education,keyword,1.0,2026-09-26T13:52:04.780788+00:00
rifaaqat.calicotab.com:_:66902,Religion,keyword,1.0,2026-09-26T13:52:04.780788+00:00
rifaaqat.calicotab.com:_:66924,,,,2026-09-26T13:52:04.780788+00:00
debatesymposium.calicotab.com:summerdebatesymposium2025:58988,,,,2026-09-26T13:52:04.780788+00:00
debatesymposium.calicotab.com:summerdebatesymposium2025:59014,Religion,keyword,1.0,2026-09-26T13:52:04.780788+00:00
debatesymposium.calicotab.com:summerdebatesymposium2025:59048,,,,2026-09-26T13:52:04.780788+00:00
debatesymposium.calicotab.com:summerdebatesymposium2025:59066,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
debatesymposium.calicotab.com:summerdebatesymposium2025:59098,Military & Security,model,0.624,2026-09-26T13:52:04.780788+00:00
debatesymposium.calicotab.com:winterdebatesymposium2025:49585,,,,2026-09-26T13:52:04.780788+00:00
debatesymposium.calicotab.com:winterdebatesymposium2025:49586,Law & Criminal Justice,keyword,1.0,2026-09-26T13:52:04.780788+00:00
debatesymposium.calicotab.com:winterdebatesymposium2025:49587,,,,2026-09-26T13:52:04.780788+00:00
debatesymposium.calicotab.com:winterdebatesymposium2025:49588,,,,2026-09-26T13:52:04.780788+00:00
debatesymposium.calicotab.com:wds2026:72464,Media & Culture,keyword,1.0,2026-09-26T13:52:04.780788+00:00
debatesymposium.calicotab.com:wds2026:72499,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
debatesymposium.calicotab.com:wds2026:72535,Gender & Feminism,keyword,1.0,2026-09-26T13:52:04.780788+00:00
debatesymposium.calicotab.com:wds2026:72648,,,,2026-09-26T13:52:04.780788+00:00
debatesymposium.calicotab.com:wds2026:72698,,,,2026-09-26T13:52:04.780788+00:00
dmd2020.calicotab.com:derozio2020:9084,,,,2026-09-26T13:52:04.780788+00:00
dmd2020.calicotab.com:derozio2020:9083,,,,2026-09-26T13:52:04.780788+00:00
dmd2020.calicotab.com:derozio2020:9085,Politics & Governance,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dmd2020.calicotab.com:derozio2020:9086,,,,2026-09-26T13:52:04.780788+00:00
dmd2020.calicotab.com:derozio2020:9087,Politics & Governance,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dmd2020.calicotab.com:derozio2020:9088,Education,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dialectica.calicotab.com:dialecticabpd2025:54432,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dialectica.calicotab.com:dialecticabpd2025:54455,,,,2026-09-26T13:52:04.780788+00:00
dialectica.calicotab.com:dialecticabpd2025:54499,Gender & Feminism,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dialectica.calicotab.com:dialecticabpd2025:54556,Gender & Feminism,keyword,1.0,2026-09-26T13:52:04.780788+00:00
vaagyudh2024.calicotab.com:dialectica2024:40722,,,,2026-09-26T13:52:04.780788+00:00
vaagyudh2024.calicotab.com:dialectica2024:40723,,,,2026-09-26T13:52:04.780788+00:00
vaagyudh2024.calicotab.com:dialectica2024:40726,,,,2026-09-26T13:52:04.780788+00:00
vaagyudh2024.calicotab.com:dialectica2024:40727,Technology & Science,keyword,1.0,2026-09-26T13:52:04.780788+00:00
vaagyudh2024.calicotab.com:dialectica2024:40728,,,,2026-09-26T13:52:04.780788+00:00
dialectixproam2023.calicotab.com:proam22:29462,,,,2026-09-26T13:52:04.780788+00:00
dialectixproam2023.calicotab.com:proam22:29463,Politics & Governance,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dialectixproam2023.calicotab.com:proam22:29466,Technology & Science,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dialectixproam2023.calicotab.com:proam22:29464,,,,2026-09-26T13:52:04.780788+00:00
ddopw.calicotab.com:ddopw2025:69362,Law & Criminal Justice,keyword,1.0,2026-09-26T13:52:04.780788+00:00
ddopw.calicotab.com:ddopw2025:69378,Religion,keyword,1.0,2026-09-26T13:52:04.780788+00:00
ddopw.calicotab.com:ddopw2025:69391,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
ddopw.calicotab.com:ddopw2025:69416,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
ddopw.calicotab.com:ddopw2025:69453,,,,2026-09-26T13:52:04.780788+00:00
dilimandebateopen.calicotab.com:ddo2022:23301,Gender & Feminism,model,0.572,2026-09-26T13:52:04.780788+00:00
dilimandebateopen.calicotab.com:ddo2022:23302,,,,2026-09-26T13:52:04.780788+00:00
dilimandebateopen.calicotab.com:ddo2022:23303,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dilimandebateopen.calicotab.com:ddo2022:23304,Gender & Feminism,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dilimandebateopen.calicotab.com:ddo23:23310,Military & Security,model,0.354,2026-09-26T13:52:04.780788+00:00
dilimandebateopen.calicotab.com:ddo23:23311,Gender & Feminism,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dilimandebateopen.calicotab.com:ddo23:23313,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dilimandebateopen.calicotab.com:ddo23:23314,Law & Criminal Justice,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dilimandebateopen.calicotab.com:ddo23:23315,,,,2026-09-26T13:52:04.780788+00:00
dilimanintervarsity.calicotab.com:2024:49051,,,,2026-09-26T13:52:04.780788+00:00
dilimanintervarsity.calicotab.com:2024:49052,,,,2026-09-26T13:52:04.780788+00:00
dilimanintervarsity.calicotab.com:2024:49053,,,,2026-09-26T13:52:04.780788+00:00
dilimanintervarsity.calicotab.com:2024:49054,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dilimanintervarsity.calicotab.com:2024:49055,,,,2026-09-26T13:52:04.780788+00:00
dilimandebating.calicotab.com:dilimanpreabp23:32190,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dilimandebating.calicotab.com:dilimanpreabp23:32181,International Relations,model,0.4,2026-09-26T13:52:04.780788+00:00
dilimandebating.calicotab.com:dilimanpreabp23:32182,,,,2026-09-26T13:52:04.780788+00:00
dilimandebating.calicotab.com:dilimanpreabp23:32183,Politics & Governance,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dilimandebating.calicotab.com:dilimanpreabp23:32184,Gender & Feminism,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dilimanpreabp25.calicotab.com:dilimanpreabp25:62319,Education,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dilimanpreabp25.calicotab.com:dilimanpreabp25:62343,,,,2026-09-26T13:52:04.780788+00:00
dilimanpreabp25.calicotab.com:dilimanpreabp25:62367,Health,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dilimanpreabp25.calicotab.com:dilimanpreabp25:62382,Politics & Governance,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dilimanpreabp25.calicotab.com:dilimanpreabp25:62430,Education,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dpwudc2025.calicotab.com:dpwudc2025:68161,,,,2026-09-26T13:52:04.780788+00:00
dpwudc2025.calicotab.com:dpwudc2025:68184,Religion,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dpwudc2025.calicotab.com:dpwudc2025:68216,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dpwudc2025.calicotab.com:dpwudc2025:68239,Education,keyword,1.0,2026-09-26T13:52:04.780788+00:00
dpwudc2025.calicotab.com:dpwudc2025:68322,,,,2026-09-26T13:52:04.780788+00:00
doxbridge-four.calicotab.com:doxbridge4:1588,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
doxbridge-four.calicotab.com:doxbridge4:1589,,,,2026-09-26T13:52:04.780788+00:00
doxbridge-four.calicotab.com:doxbridge4:1590,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
doxbridge-four.calicotab.com:doxbridge4:1591,Religion,keyword,1.0,2026-09-26T13:52:04.780788+00:00
doxbridge-four.calicotab.com:doxbridge4:1592,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
doxbridge-prewudc.calicotab.com:prewudc:1649,Media & Culture,keyword,1.0,2026-09-26T13:52:04.780788+00:00
doxbridge-prewudc.calicotab.com:prewudc:1650,Technology & Science,keyword,1.0,2026-09-26T13:52:04.780788+00:00
doxbridge-prewudc.calicotab.com:prewudc:1651,Religion,keyword,1.0,2026-09-26T13:52:04.780788+00:00
doxbridge-prewudc.calicotab.com:prewudc:1652,,,,2026-09-26T13:52:04.780788+00:00
doxbridge-prewudc.calicotab.com:prewudc:1653,Education,keyword,1.0,2026-09-26T13:52:04.780788+00:00
drexelopen2023.calicotab.com:_:31973,,,,2026-09-26T13:52:04.780788+00:00
drexelopen2023.calicotab.com:_:31974,Education,keyword,1.0,2026-09-26T13:52:04.780788+00:00
drexelopen2023.calicotab.com:_:31975,Politics & Governance,keyword,1.0,2026-09-26T13:52:04.780788+00:00
drexelopen2023.calicotab.com:_:31976,Politics & Governance,keyword,1.0,2026-09-26T13:52:04.780788+00:00
drexelopen2023.calicotab.com:_:31977,Politics & Governance,keyword,1.0,2026-09-26T13:52:04.780788+00:00
drexel2024.calicotab.com:drexel2024:43830,,,,2026-09-26T13:52:04.780788+00:00
drexel2024.calicotab.com:drexel2024:43831,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
drexel2024.calicotab.com:drexel2024:43832,Politics & Governance,keyword,1.0,2026-09-26T13:52:04.780788+00:00
drexel2024.calicotab.com:drexel2024:43833,Religion,keyword,1.0,2026-09-26T13:52:04.780788+00:00
drexel2024.calicotab.com:drexel2024:43834,,,,2026-09-26T13:52:04.780788+00:00
drexelopen2025.calicotab.com:drexel25:52371,Education,keyword,1.0,2026-09-26T13:52:04.780788+00:00
drexelopen2025.calicotab.com:drexel25:52401,,,,2026-09-26T13:52:04.780788+00:00
drexelopen2025.calicotab.com:drexel25:52424,,,,2026-09-26T13:52:04.780788+00:00
drexelopen2025.calicotab.com:drexel25:52439,,,,2026-09-26T13:52:04.780788+00:00
drexelopen2025.calicotab.com:drexel25:52564,,,,2026-09-26T13:52:04.780788+00:00
drexelopen2026.calicotab.com:_:80225,,,,2026-09-26T13:52:04.780788+00:00
drexelopen2026.calicotab.com:_:80232,Religion,keyword,1.0,2026-09-26T13:52:04.780788+00:00
drexelopen2026.calicotab.com:_:80244,Politics & Governance,keyword,1.0,2026-09-26T13:52:04.780788+00:00
drexelopen2026.calicotab.com:_:80251,,,,2026-09-26T13:52:04.780788+00:00
drexelopen2026.calicotab.com:_:80359,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
drexelprewudc2025.calicotab.com:_:62401,Law & Criminal Justice,keyword,1.0,2026-09-26T13:52:04.780788+00:00
drexelprewudc2025.calicotab.com:_:62409,,,,2026-09-26T13:52:04.780788+00:00
drexelprewudc2025.calicotab.com:_:62413,Religion,keyword,1.0,2026-09-26T13:52:04.780788+00:00
drexelprewudc2025.calicotab.com:_:62414,,,,2026-09-26T13:52:04.780788+00:00
drexelprewudc2025.calicotab.com:_:62491,Education,keyword,1.0,2026-09-26T13:52:04.780788+00:00
durhamiv2021.calicotab.com:iv:13044,,,,2026-09-26T13:52:04.780788+00:00
durhamiv2021.calicotab.com:iv:13045,,,,2026-09-26T13:52:04.780788+00:00
durhamiv2021.calicotab.com:iv:13046,Education,keyword,1.0,2026-09-26T13:52:04.780788+00:00
durhamiv2021.calicotab.com:iv:13047,,,,2026-09-26T13:52:04.780788+00:00
durhamiv2021.calicotab.com:iv:13048,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
durhamiv2022.calicotab.com:_:22653,,,,2026-09-26T13:52:04.780788+00:00
durhamiv2022.calicotab.com:_:22654,Health,keyword,1.0,2026-09-26T13:52:04.780788+00:00
durhamiv2022.calicotab.com:_:22655,Media & Culture,keyword,1.0,2026-09-26T13:52:04.780788+00:00
durhamiv2022.calicotab.com:_:22656,Politics & Governance,keyword,1.0,2026-09-26T13:52:04.780788+00:00
durhamiv2022.calicotab.com:_:22657,Military & Security,keyword,1.0,2026-09-26T13:52:04.780788+00:00
durhamiv2023.calicotab.com:durhamiv2023:36357,Religion,keyword,1.0,2026-09-26T13:52:04.780788+00:00
durhamiv2023.calicotab.com:durhamiv2023:36356,,,,2026-09-26T13:52:04.780788+00:00
durhamiv2023.calicotab.com:durhamiv2023:36358,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
durhamiv2023.calicotab.com:durhamiv2023:36359,,,,2026-09-26T13:52:04.780788+00:00
durhamiv2023.calicotab.com:durhamiv2023:36360,Education,keyword,1.0,2026-09-26T13:52:04.780788+00:00
durhamiv2024.calicotab.com:durhamiv2024:48649,,,,2026-09-26T13:52:04.780788+00:00
durhamiv2024.calicotab.com:durhamiv2024:48650,,,,2026-09-26T13:52:04.780788+00:00
durhamiv2024.calicotab.com:durhamiv2024:48651,,,,2026-09-26T13:52:04.780788+00:00
durhamiv2024.calicotab.com:durhamiv2024:48652,,,,2026-09-26T13:52:04.780788+00:00
durhamiv2024.calicotab.com:durhamiv2024:48653,,,,2026-09-26T13:52:04.780788+00:00
durhamiv2025.calicotab.com:durhamiv2025:68234,Media & Culture,keyword,1.0,2026-09-26T13:52:04.780788+00:00
durhamiv2025.calicotab.com:durhamiv2025:68251,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
durhamiv2025.calicotab.com:durhamiv2025:68283,Gender & Feminism,keyword,1.0,2026-09-26T13:52:04.780788+00:00
durhamiv2025.calicotab.com:durhamiv2025:68300,Politics & Governance,keyword,1.0,2026-09-26T13:52:04.780788+00:00
durhamiv2025.calicotab.com:durhamiv2025:68380,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
tabtastic.calicotab.com:eudcchallenge2021:5871,Media & Culture,keyword,1.0,2026-09-26T13:52:04.780788+00:00
tabtastic.calicotab.com:eudcchallenge2021:5872,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
tabtastic.calicotab.com:eudcchallenge2021:5873,Religion,keyword,1.0,2026-09-26T13:52:04.780788+00:00
earlsfortopen2021.calicotab.com:earlsfortopen2021:2296,Environment,keyword,1.0,2026-09-26T13:52:04.780788+00:00
earlsfortopen2021.calicotab.com:earlsfortopen2021:2297,,,,2026-09-26T13:52:04.780788+00:00
earlsfortopen2021.calicotab.com:earlsfortopen2021:2298,,,,2026-09-26T13:52:04.780788+00:00
earlsfortopen2021.calicotab.com:earlsfortopen2021:2299,Politics & Governance,keyword,1.0,2026-09-26T13:52:04.780788+00:00
earlsfort2023.calicotab.com:_:31409,Religion,keyword,1.0,2026-09-26T13:52:04.780788+00:00
earlsfort2023.calicotab.com:_:31410,,,,2026-09-26T13:52:04.780788+00:00
earlsfort2023.calicotab.com:_:31411,,,,2026-09-26T13:52:04.780788+00:00
earlsfort2023.calicotab.com:_:31412,,,,2026-09-26T13:52:04.780788+00:00
earlsfort2023.calicotab.com:_:31413,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
earlsfort2024.calicotab.com:earslfort2024:46795,Education,keyword,1.0,2026-09-26T13:52:04.780788+00:00
earlsfort2024.calicotab.com:earslfort2024:46796,,,,2026-09-26T13:52:04.780788+00:00
earlsfort2024.calicotab.com:earslfort2024:46797,Education,keyword,1.0,2026-09-26T13:52:04.780788+00:00
earlsfort2024.calicotab.com:earslfort2024:46798,,,,2026-09-26T13:52:04.780788+00:00
earlsfort2024.calicotab.com:earslfort2024:46799,Law & Criminal Justice,keyword,1.0,2026-09-26T13:52:04.780788+00:00
earlsfortopen2025.calicotab.com:earlsfortopen2025:66016,,,,2026-09-26T13:52:04.780788+00:00
earlsfortopen2025.calicotab.com:earlsfortopen2025:66045,Technology & Science,keyword,1.0,2026-09-26T13:52:04.780788+00:00
earlsfortopen2025.calicotab.com:earlsfortopen2025:66089,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
earlsfortopen2025.calicotab.com:earlsfortopen2025:66111,Politics & Governance,keyword,1.0,2026-09-26T13:52:04.780788+00:00
earlsfortopen2025.calicotab.com:earlsfortopen2025:66192,,,,2026-09-26T13:52:04.780788+00:00
pratijjav19.calicotab.com:EastIndiaPre-Worlds:68171,,,,2026-09-26T13:52:04.780788+00:00
pratijjav19.calicotab.com:EastIndiaPre-Worlds:68172,Technology & Science,keyword,1.0,2026-09-26T13:52:04.780788+00:00
pratijjav19.calicotab.com:EastIndiaPre-Worlds:68173,Religion,keyword,1.0,2026-09-26T13:52:04.780788+00:00
pratijjav19.calicotab.com:EastIndiaPre-Worlds:68174,,,,2026-09-26T13:52:04.780788+00:00
pratijjav19.calicotab.com:EastIndiaPre-Worlds:68175,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
muhib.calicotab.com:EMO:36805,,,,2026-09-26T13:52:04.780788+00:00
muhib.calicotab.com:EMO:36806,,,,2026-09-26T13:52:04.780788+00:00
muhib.calicotab.com:EMO:36807,,,,2026-09-26T13:52:04.780788+00:00
muhib.calicotab.com:EMO:36808,Military & Security,keyword,1.0,2026-09-26T13:52:04.780788+00:00
edcup23.calicotab.com:edcup23:34330,,,,2026-09-26T13:52:04.780788+00:00
edcup23.calicotab.com:edcup23:34331,,,,2026-09-26T13:52:04.780788+00:00
edcup23.calicotab.com:edcup23:34332,Politics & Governance,keyword,1.0,2026-09-26T13:52:04.780788+00:00
edcup23.calicotab.com:edcup23:34333,Education,keyword,1.0,2026-09-26T13:52:04.780788+00:00
edcup23.calicotab.com:edcup23:34334,,,,2026-09-26T13:52:04.780788+00:00
edicup2024.calicotab.com:EdCup2024:46549,,,,2026-09-26T13:52:04.780788+00:00
edicup2024.calicotab.com:EdCup2024:46550,,,,2026-09-26T13:52:04.780788+00:00
edicup2024.calicotab.com:EdCup2024:46551,,,,2026-09-26T13:52:04.780788+00:00
edicup2024.calicotab.com:EdCup2024:46552,,,,2026-09-26T13:52:04.780788+00:00
edicup2024.calicotab.com:EdCup2024:46553,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
edcup25.calicotab.com:_:65187,Media & Culture,keyword,1.0,2026-09-26T13:52:04.780788+00:00
edcup25.calicotab.com:_:65214,Law & Criminal Justice,keyword,1.0,2026-09-26T13:52:04.780788+00:00
edcup25.calicotab.com:_:65234,,,,2026-09-26T13:52:04.780788+00:00
edcup25.calicotab.com:_:65252,Religion,keyword,1.0,2026-09-26T13:52:04.780788+00:00
edcup25.calicotab.com:_:65386,,,,2026-09-26T13:52:04.780788+00:00
ednn.calicotab.com:EdNN:41223,,,,2026-09-26T13:52:04.780788+00:00
ednn.calicotab.com:EdNN:41224,Economics,keyword,1.0,2026-09-26T13:52:04.780788+00:00
