host,slug,status,rounds
southamptonopen2025.calicotab.com,southamptonopen2025,"failed: ConnectionError: HTTPSConnectionPool(host='southamptonopen2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/southamptonopen2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='southamptonopen2025.calicotab.com', port=443): Failed to resolve 'southamptonopen2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
southamptonopen26.calicotab.com,sotonopen26,"failed: ConnectionError: HTTPSConnectionPool(host='southamptonopen26.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/sotonopen26/teams (Caused by NameResolutionError(""HTTPSConnection(host='southamptonopen26.calicotab.com', port=443): Failed to resolve 'southamptonopen26.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
sotonproam24.calicotab.com,SotonProAm24,"failed: ConnectionError: HTTPSConnectionPool(host='sotonproam24.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/SotonProAm24/teams (Caused by NameResolutionError(""HTTPSConnection(host='sotonproam24.calicotab.com', port=443): Failed to resolve 'sotonproam24.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
sotonproam26.calicotab.com,sotonproam26,"failed: ConnectionError: HTTPSConnectionPool(host='sotonproam26.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/sotonproam26/teams (Caused by NameResolutionError(""HTTPSConnection(host='sotonproam26.calicotab.com', port=443): Failed to resolve 'sotonproam26.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
sotonsillies25.calicotab.com,sotonsillies25,"failed: ConnectionError: HTTPSConnectionPool(host='sotonsillies25.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/sotonsillies25/teams (Caused by NameResolutionError(""HTTPSConnection(host='sotonsillies25.calicotab.com', port=443): Failed to resolve 'sotonsillies25.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
mace.calicotab.com,saudc2022,"failed: ConnectionError: HTTPSConnectionPool(host='mace.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/saudc2022/teams (Caused by NameResolutionError(""HTTPSConnection(host='mace.calicotab.com', port=443): Failed to resolve 'mace.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
mace1996.calicotab.com,saudc2022,"failed: ConnectionError: HTTPSConnectionPool(host='mace1996.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/saudc2022/teams (Caused by NameResolutionError(""HTTPSConnection(host='mace1996.calicotab.com', port=443): Failed to resolve 'mace1996.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
saudc2023.calicotab.com,saudc2023,"failed: ConnectionError: HTTPSConnectionPool(host='saudc2023.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/saudc2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='saudc2023.calicotab.com', port=443): Failed to resolve 'saudc2023.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
lucien.calicotab.com,SAUDC2024,"failed: ConnectionError: HTTPSConnectionPool(host='lucien.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/SAUDC2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='lucien.calicotab.com', port=443): Failed to resolve 'lucien.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
lucien.calicotab.com,SAUDC2025,"failed: ConnectionError: HTTPSConnectionPool(host='lucien.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/SAUDC2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='lucien.calicotab.com', port=443): Failed to resolve 'lucien.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
easter23.calicotab.com,elsj23,"failed: ConnectionError: HTTPSConnectionPool(host='easter23.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/elsj23/teams (Caused by NameResolutionError(""HTTPSConnection(host='easter23.calicotab.com', port=443): Failed to resolve 'easter23.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
speechforces.calicotab.com,Easters,"failed: ConnectionError: HTTPSConnectionPool(host='speechforces.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/Easters/teams (Caused by NameResolutionError(""HTTPSConnection(host='speechforces.calicotab.com', port=443): Failed to resolve 'speechforces.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
speechforces.calicotab.com,Easters2025,"failed: ConnectionError: HTTPSConnectionPool(host='speechforces.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/Easters2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='speechforces.calicotab.com', port=443): Failed to resolve 'speechforces.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
speechforces.calicotab.com,genesis22,"failed: ConnectionError: HTTPSConnectionPool(host='speechforces.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/genesis22/teams (Caused by NameResolutionError(""HTTPSConnection(host='speechforces.calicotab.com', port=443): Failed to resolve 'speechforces.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
genesis.calicotab.com,genesis2023,"failed: ConnectionError: HTTPSConnectionPool(host='genesis.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/genesis2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='genesis.calicotab.com', port=443): Failed to resolve 'genesis.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
speechforces.calicotab.com,Genesis2024,"failed: ConnectionError: HTTPSConnectionPool(host='speechforces.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/Genesis2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='speechforces.calicotab.com', port=443): Failed to resolve 'speechforces.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
speechforces.calicotab.com,genesis2025,"failed: ConnectionError: HTTPSConnectionPool(host='speechforces.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/genesis2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='speechforces.calicotab.com', port=443): Failed to resolve 'speechforces.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
speechforces.calicotab.com,GenesisAtAshesi,"failed: ConnectionError: HTTPSConnectionPool(host='speechforces.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/GenesisAtAshesi/teams (Caused by NameResolutionError(""HTTPSConnection(host='speechforces.calicotab.com', port=443): Failed to resolve 'speechforces.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
open-communication.calicotab.com,split2023,"failed: ConnectionError: HTTPSConnectionPool(host='open-communication.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/split2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='open-communication.calicotab.com', port=443): Failed to resolve 'open-communication.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
splitopen2024.calicotab.com,splitopen2024,"failed: ConnectionError: HTTPSConnectionPool(host='splitopen2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/splitopen2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='splitopen2024.calicotab.com', port=443): Failed to resolve 'splitopen2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
splitopen2025.calicotab.com,split2025,"failed: ConnectionError: HTTPSConnectionPool(host='splitopen2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/split2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='splitopen2025.calicotab.com', port=443): Failed to resolve 'splitopen2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
splitopen2026.calicotab.com,SplitOpen2026,"failed: ConnectionError: HTTPSConnectionPool(host='splitopen2026.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/SplitOpen2026/teams (Caused by NameResolutionError(""HTTPSConnection(host='splitopen2026.calicotab.com', port=443): Failed to resolve 'splitopen2026.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
challengeopen.calicotab.com,springchallenge2025,"failed: ConnectionError: HTTPSConnectionPool(host='challengeopen.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/springchallenge2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='challengeopen.calicotab.com', port=443): Failed to resolve 'challengeopen.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
sgiv2025.calicotab.com,sgiv2025,"failed: ConnectionError: HTTPSConnectionPool(host='sgiv2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/sgiv2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='sgiv2025.calicotab.com', port=443): Failed to resolve 'sgiv2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
proam2026.calicotab.com,proam2026,"failed: ConnectionError: HTTPSConnectionPool(host='proam2026.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/proam2026/teams (Caused by NameResolutionError(""HTTPSConnection(host='proam2026.calicotab.com', port=443): Failed to resolve 'proam2026.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
sserdebates.calicotab.com,rigaiv,"failed: ConnectionError: HTTPSConnectionPool(host='sserdebates.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/rigaiv/teams (Caused by NameResolutionError(""HTTPSConnection(host='sserdebates.calicotab.com', port=443): Failed to resolve 'sserdebates.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
sserigaiv23.calicotab.com,sseriv2023,"failed: ConnectionError: HTTPSConnectionPool(host='sserigaiv23.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/sseriv2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='sserigaiv23.calicotab.com', port=443): Failed to resolve 'sserigaiv23.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
sserigaivpart24.calicotab.com,sseriv24,"failed: ConnectionError: HTTPSConnectionPool(host='sserigaivpart24.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/sseriv24/teams (Caused by NameResolutionError(""HTTPSConnection(host='sserigaivpart24.calicotab.com', port=443): Failed to resolve 'sserigaivpart24.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
tab.pikta.lt,sseriv25,"failed: ConnectionError: HTTPSConnectionPool(host='tab.pikta.lt', port=443): Max retries exceeded with url: /api/v1/tournaments/sseriv25/teams (Caused by NameResolutionError(""HTTPSConnection(host='tab.pikta.lt', port=443): Failed to resolve 'tab.pikta.lt' ([Errno 8] nodename nor servname provided, or not known)""))",
sserigaproamvii.calicotab.com,Pro-AmVIII,"failed: ConnectionError: HTTPSConnectionPool(host='sserigaproamvii.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/Pro-AmVIII/teams (Caused by NameResolutionError(""HTTPSConnection(host='sserigaproamvii.calicotab.com', port=443): Failed to resolve 'sserigaproamvii.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
sserigaproam2025.calicotab.com,sserproam20254,"failed: ConnectionError: HTTPSConnectionPool(host='sserigaproam2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/sserproam20254/teams (Caused by NameResolutionError(""HTTPSConnection(host='sserigaproam2025.calicotab.com', port=443): Failed to resolve 'sserigaproam2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
staopen2024.calicotab.com,staopen24,"failed: ConnectionError: HTTPSConnectionPool(host='staopen2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/staopen24/teams (Caused by NameResolutionError(""HTTPSConnection(host='staopen2024.calicotab.com', port=443): Failed to resolve 'staopen2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
standrewsopen2025.calicotab.com,standrewsopen2025,"failed: ConnectionError: HTTPSConnectionPool(host='standrewsopen2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/standrewsopen2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='standrewsopen2025.calicotab.com', port=443): Failed to resolve 'standrewsopen2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
staopen2026.calicotab.com,staopen2026,"failed: ConnectionError: HTTPSConnectionPool(host='staopen2026.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/staopen2026/teams (Caused by NameResolutionError(""HTTPSConnection(host='staopen2026.calicotab.com', port=443): Failed to resolve 'staopen2026.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
staspreeudc.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='staspreeudc.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='staspreeudc.calicotab.com', port=443): Failed to resolve 'staspreeudc.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
standrewspreeudc2025.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='standrewspreeudc2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='standrewspreeudc2025.calicotab.com', port=443): Failed to resolve 'standrewspreeudc2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
standrewspreeudcpart1.calicotab.com,standrewspreeudcpart1,"failed: ConnectionError: HTTPSConnectionPool(host='standrewspreeudcpart1.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/standrewspreeudcpart1/teams (Caused by NameResolutionError(""HTTPSConnection(host='standrewspreeudcpart1.calicotab.com', port=443): Failed to resolve 'standrewspreeudcpart1.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
standrewspart2.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='standrewspart2.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='standrewspart2.calicotab.com', port=443): Failed to resolve 'standrewspart2.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
stockholm2025.calicotab.com,stockholmpe25,"failed: ConnectionError: HTTPSConnectionPool(host='stockholm2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/stockholmpe25/teams (Caused by NameResolutionError(""HTTPSConnection(host='stockholm2025.calicotab.com', port=443): Failed to resolve 'stockholm2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
sdoofficial.calicotab.com,sdo2023,"failed: ConnectionError: HTTPSConnectionPool(host='sdoofficial.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/sdo2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='sdoofficial.calicotab.com', port=443): Failed to resolve 'sdoofficial.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
structuralreasons.calicotab.com,structural,"failed: ConnectionError: HTTPSConnectionPool(host='structuralreasons.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/structural/teams (Caused by NameResolutionError(""HTTPSConnection(host='structuralreasons.calicotab.com', port=443): Failed to resolve 'structuralreasons.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
structuralreasons2.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='structuralreasons2.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='structuralreasons2.calicotab.com', port=443): Failed to resolve 'structuralreasons2.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
ssudrcan.calicotab.com,SDRC2025,"failed: ConnectionError: HTTPSConnectionPool(host='ssudrcan.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/SDRC2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='ssudrcan.calicotab.com', port=443): Failed to resolve 'ssudrcan.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
mace.calicotab.com,fundraiser2024,"failed: ConnectionError: HTTPSConnectionPool(host='mace.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/fundraiser2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='mace.calicotab.com', port=443): Failed to resolve 'mace.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
summernationaldebate.calicotab.com,sndo2023,"failed: ConnectionError: HTTPSConnectionPool(host='summernationaldebate.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/sndo2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='summernationaldebate.calicotab.com', port=443): Failed to resolve 'summernationaldebate.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
summerwars2022.calicotab.com,SWDO2022,"failed: ConnectionError: HTTPSConnectionPool(host='summerwars2022.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/SWDO2022/teams (Caused by NameResolutionError(""HTTPSConnection(host='summerwars2022.calicotab.com', port=443): Failed to resolve 'summerwars2022.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
debatefoster.calicotab.com,summerwars24,"failed: ConnectionError: HTTPSConnectionPool(host='debatefoster.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/summerwars24/teams (Caused by NameResolutionError(""HTTPSConnection(host='debatefoster.calicotab.com', port=443): Failed to resolve 'debatefoster.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
sunwaydebate.calicotab.com,sundo2022,"failed: ConnectionError: HTTPSConnectionPool(host='sunwaydebate.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/sundo2022/teams (Caused by NameResolutionError(""HTTPSConnection(host='sunwaydebate.calicotab.com', port=443): Failed to resolve 'sunwaydebate.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
sunwaydebate.calicotab.com,sundo2023,"failed: ConnectionError: HTTPSConnectionPool(host='sunwaydebate.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/sundo2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='sunwaydebate.calicotab.com', port=443): Failed to resolve 'sunwaydebate.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
sunwaydebate.calicotab.com,sundo2024,"failed: ConnectionError: HTTPSConnectionPool(host='sunwaydebate.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/sundo2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='sunwaydebate.calicotab.com', port=443): Failed to resolve 'sunwaydebate.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
sunwaydebate.calicotab.com,sundo2025,"failed: ConnectionError: HTTPSConnectionPool(host='sunwaydebate.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/sundo2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='sunwaydebate.calicotab.com', port=443): Failed to resolve 'sunwaydebate.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
sunwaydebate.calicotab.com,sundo2026,"failed: ConnectionError: HTTPSConnectionPool(host='sunwaydebate.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/sundo2026/teams (Caused by NameResolutionError(""HTTPSConnection(host='sunwaydebate.calicotab.com', port=443): Failed to resolve 'sunwaydebate.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
sunwaydebate.calicotab.com,spren2023,"failed: ConnectionError: HTTPSConnectionPool(host='sunwaydebate.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/spren2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='sunwaydebate.calicotab.com', port=443): Failed to resolve 'sunwaydebate.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
surabaya-open2023.au-tab.app,so2023,"failed: ConnectionError: HTTPSConnectionPool(host='surabaya-open2023.au-tab.app', port=443): Max retries exceeded with url: /api/v1/tournaments/so2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='surabaya-open2023.au-tab.app', port=443): Failed to resolve 'surabaya-open2023.au-tab.app' ([Errno 8] nodename nor servname provided, or not known)""))",
surpriseiv.calicotab.com,surprise22,"failed: ConnectionError: HTTPSConnectionPool(host='surpriseiv.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/surprise22/teams (Caused by NameResolutionError(""HTTPSConnection(host='surpriseiv.calicotab.com', port=443): Failed to resolve 'surpriseiv.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
swaniv23.calicotab.com,swaniv23,"failed: ConnectionError: HTTPSConnectionPool(host='swaniv23.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/swaniv23/teams (Caused by NameResolutionError(""HTTPSConnection(host='swaniv23.calicotab.com', port=443): Failed to resolve 'swaniv23.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
usutabs2018.calicotab.com,mini2018,"failed: ConnectionError: HTTPSConnectionPool(host='usutabs2018.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/mini2018/teams (Caused by NameResolutionError(""HTTPSConnection(host='usutabs2018.calicotab.com', port=443): Failed to resolve 'usutabs2018.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
usutabs2019.calicotab.com,mini,"failed: ConnectionError: HTTPSConnectionPool(host='usutabs2019.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/mini/teams (Caused by NameResolutionError(""HTTPSConnection(host='usutabs2019.calicotab.com', port=443): Failed to resolve 'usutabs2019.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
sydmini2022.calicotab.com,sydmini2022,"failed: ConnectionError: HTTPSConnectionPool(host='sydmini2022.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/sydmini2022/teams (Caused by NameResolutionError(""HTTPSConnection(host='sydmini2022.calicotab.com', port=443): Failed to resolve 'sydmini2022.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
sydneymini2023.calicotab.com,sydneymini2023,"failed: ConnectionError: HTTPSConnectionPool(host='sydneymini2023.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/sydneymini2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='sydneymini2023.calicotab.com', port=443): Failed to resolve 'sydneymini2023.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
sydmini2024.calicotab.com,sydmini24,"failed: ConnectionError: HTTPSConnectionPool(host='sydmini2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/sydmini24/teams (Caused by NameResolutionError(""HTTPSConnection(host='sydmini2024.calicotab.com', port=443): Failed to resolve 'sydmini2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
www.sydneymini2025.calicotab.com,sydneymini2025,"failed: ConnectionError: HTTPSConnectionPool(host='www.sydneymini2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/sydneymini2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='www.sydneymini2025.calicotab.com', port=443): Failed to resolve 'www.sydneymini2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
sls.calicotab.com,slspd2023,"failed: ConnectionError: HTTPSConnectionPool(host='sls.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/slspd2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='sls.calicotab.com', port=443): Failed to resolve 'sls.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
sls.calicotab.com,slspd2024,"failed: ConnectionError: HTTPSConnectionPool(host='sls.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/slspd2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='sls.calicotab.com', port=443): Failed to resolve 'sls.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
sls.calicotab.com,slspd2025,"failed: ConnectionError: HTTPSConnectionPool(host='sls.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/slspd2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='sls.calicotab.com', port=443): Failed to resolve 'sls.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
sls.calicotab.com,slspd2026,"failed: ConnectionError: HTTPSConnectionPool(host='sls.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/slspd2026/teams (Caused by NameResolutionError(""HTTPSConnection(host='sls.calicotab.com', port=443): Failed to resolve 'sls.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
zabiv.calicotab.com,zabiv2024,"failed: ConnectionError: HTTPSConnectionPool(host='zabiv.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/zabiv2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='zabiv.calicotab.com', port=443): Failed to resolve 'zabiv.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
autumnopen2023.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='autumnopen2023.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='autumnopen2023.calicotab.com', port=443): Failed to resolve 'autumnopen2023.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
springopen2023.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='springopen2023.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='springopen2023.calicotab.com', port=443): Failed to resolve 'springopen2023.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
summeropen2023.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='summeropen2023.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='summeropen2023.calicotab.com', port=443): Failed to resolve 'summeropen2023.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
taftdebateopen2024.calicotab.com,tdo2024,"failed: ConnectionError: HTTPSConnectionPool(host='taftdebateopen2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/tdo2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='taftdebateopen2024.calicotab.com', port=443): Failed to resolve 'taftdebateopen2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
taipeidebateopen2024.calicotab.com,taipeidebateopen2024,"failed: ConnectionError: HTTPSConnectionPool(host='taipeidebateopen2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/taipeidebateopen2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='taipeidebateopen2024.calicotab.com', port=443): Failed to resolve 'taipeidebateopen2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
tartupreeudc.calicotab.com,t,"failed: ConnectionError: HTTPSConnectionPool(host='tartupreeudc.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/t/teams (Caused by NameResolutionError(""HTTPSConnection(host='tartupreeudc.calicotab.com', port=443): Failed to resolve 'tartupreeudc.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
taydo2022.calicotab.com,taydo2022,"failed: ConnectionError: HTTPSConnectionPool(host='taydo2022.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/taydo2022/teams (Caused by NameResolutionError(""HTTPSConnection(host='taydo2022.calicotab.com', port=443): Failed to resolve 'taydo2022.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
taylorsdebate.calicotab.com,taydo2023,"failed: ConnectionError: HTTPSConnectionPool(host='taylorsdebate.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/taydo2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='taylorsdebate.calicotab.com', port=443): Failed to resolve 'taylorsdebate.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
taydo2022.calicotab.com,taydo2024,"failed: ConnectionError: HTTPSConnectionPool(host='taydo2022.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/taydo2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='taydo2022.calicotab.com', port=443): Failed to resolve 'taydo2022.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
