host,slug,status,rounds
duds.calicotab.com,du_nationals_iv25,"failed: ConnectionError: HTTPSConnectionPool(host='duds.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/du_nationals_iv25/teams (Caused by NameResolutionError(""HTTPSConnection(host='duds.calicotab.com', port=443): Failed to resolve 'duds.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
mukhtalif2025.calicotab.com,mukhtalif2026,"failed: ConnectionError: HTTPSConnectionPool(host='mukhtalif2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/mukhtalif2026/teams (Caused by NameResolutionError(""HTTPSConnection(host='mukhtalif2025.calicotab.com', port=443): Failed to resolve 'mukhtalif2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
7th-vitark.calicotab.com,vitark2022,"failed: ConnectionError: HTTPSConnectionPool(host='7th-vitark.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/vitark2022/teams (Caused by NameResolutionError(""HTTPSConnection(host='7th-vitark.calicotab.com', port=443): Failed to resolve '7th-vitark.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
vitark2024.calicotab.com,vitark2025,"failed: ConnectionError: HTTPSConnectionPool(host='vitark2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/vitark2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='vitark2024.calicotab.com', port=443): Failed to resolve 'vitark2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
bhaavarth2024.calicotab.com,bhaavarthpd24,"failed: ConnectionError: HTTPSConnectionPool(host='bhaavarth2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/bhaavarthpd24/teams (Caused by NameResolutionError(""HTTPSConnection(host='bhaavarth2024.calicotab.com', port=443): Failed to resolve 'bhaavarth2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
bhaavarth2024.calicotab.com,bhaavarthpreWUDC,"failed: ConnectionError: HTTPSConnectionPool(host='bhaavarth2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/bhaavarthpreWUDC/teams (Caused by NameResolutionError(""HTTPSConnection(host='bhaavarth2024.calicotab.com', port=443): Failed to resolve 'bhaavarth2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
filibusterpd25.calicotab.com,filibusterpd25,"failed: ConnectionError: HTTPSConnectionPool(host='filibusterpd25.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/filibusterpd25/teams (Caused by NameResolutionError(""HTTPSConnection(host='filibusterpd25.calicotab.com', port=443): Failed to resolve 'filibusterpd25.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
manzar2022.calicotab.com,manzar2022,"failed: ConnectionError: HTTPSConnectionPool(host='manzar2022.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/manzar2022/teams (Caused by NameResolutionError(""HTTPSConnection(host='manzar2022.calicotab.com', port=443): Failed to resolve 'manzar2022.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
manzar2023.calicotab.com,manzar2023,"failed: ConnectionError: HTTPSConnectionPool(host='manzar2023.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/manzar2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='manzar2023.calicotab.com', port=443): Failed to resolve 'manzar2023.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
manzar2024.calicotab.com,manzar2024,"failed: ConnectionError: HTTPSConnectionPool(host='manzar2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/manzar2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='manzar2024.calicotab.com', port=443): Failed to resolve 'manzar2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
manzar.calicotab.com,Manzar,"failed: ConnectionError: HTTPSConnectionPool(host='manzar.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/Manzar/teams (Caused by NameResolutionError(""HTTPSConnection(host='manzar.calicotab.com', port=443): Failed to resolve 'manzar.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
manzar26.calicotab.com,Manzar_2026,"failed: ConnectionError: HTTPSConnectionPool(host='manzar26.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/Manzar_2026/teams (Caused by NameResolutionError(""HTTPSConnection(host='manzar26.calicotab.com', port=443): Failed to resolve 'manzar26.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
sbs.calicotab.com,sbsbpd22,"failed: ConnectionError: HTTPSConnectionPool(host='sbs.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/sbsbpd22/teams (Caused by NameResolutionError(""HTTPSConnection(host='sbs.calicotab.com', port=443): Failed to resolve 'sbs.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
sbs.calicotab.com,sbsbpd23,"failed: ConnectionError: HTTPSConnectionPool(host='sbs.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/sbsbpd23/teams (Caused by NameResolutionError(""HTTPSConnection(host='sbs.calicotab.com', port=443): Failed to resolve 'sbs.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
sbs.calicotab.com,sbsbpd24,"failed: ConnectionError: HTTPSConnectionPool(host='sbs.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/sbsbpd24/teams (Caused by NameResolutionError(""HTTPSConnection(host='sbs.calicotab.com', port=443): Failed to resolve 'sbs.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
sbs.calicotab.com,sbsbpd25,"failed: ConnectionError: HTTPSConnectionPool(host='sbs.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/sbsbpd25/teams (Caused by NameResolutionError(""HTTPSConnection(host='sbs.calicotab.com', port=443): Failed to resolve 'sbs.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
sbs.calicotab.com,sbsbpd26,"failed: ConnectionError: HTTPSConnectionPool(host='sbs.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/sbsbpd26/teams (Caused by NameResolutionError(""HTTPSConnection(host='sbs.calicotab.com', port=443): Failed to resolve 'sbs.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
logicia2026.calicotab.com,logicia2026,"failed: ConnectionError: HTTPSConnectionPool(host='logicia2026.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/logicia2026/teams (Caused by NameResolutionError(""HTTPSConnection(host='logicia2026.calicotab.com', port=443): Failed to resolve 'logicia2026.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
peoplespeak2024.calicotab.com,peoplespeak2024,"failed: ConnectionError: HTTPSConnectionPool(host='peoplespeak2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/peoplespeak2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='peoplespeak2024.calicotab.com', port=443): Failed to resolve 'peoplespeak2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
peoplespeak2025.calicotab.com,peoplespeak2025,"failed: ConnectionError: HTTPSConnectionPool(host='peoplespeak2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/peoplespeak2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='peoplespeak2025.calicotab.com', port=443): Failed to resolve 'peoplespeak2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
rifaaqat.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='rifaaqat.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='rifaaqat.calicotab.com', port=443): Failed to resolve 'rifaaqat.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
dukeopen2022.calicotab.com,duke2022,"failed: ConnectionError: HTTPSConnectionPool(host='dukeopen2022.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/duke2022/teams (Caused by NameResolutionError(""HTTPSConnection(host='dukeopen2022.calicotab.com', port=443): Failed to resolve 'dukeopen2022.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
durhamiv2021.calicotab.com,iv,"failed: ConnectionError: HTTPSConnectionPool(host='durhamiv2021.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/iv/teams (Caused by NameResolutionError(""HTTPSConnection(host='durhamiv2021.calicotab.com', port=443): Failed to resolve 'durhamiv2021.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
durhamiv2022.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='durhamiv2022.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='durhamiv2022.calicotab.com', port=443): Failed to resolve 'durhamiv2022.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
durhamiv2023.calicotab.com,durhamiv2023,"failed: ConnectionError: HTTPSConnectionPool(host='durhamiv2023.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/durhamiv2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='durhamiv2023.calicotab.com', port=443): Failed to resolve 'durhamiv2023.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
durhamiv2024.calicotab.com,durhamiv2024,"failed: ConnectionError: HTTPSConnectionPool(host='durhamiv2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/durhamiv2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='durhamiv2024.calicotab.com', port=443): Failed to resolve 'durhamiv2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
durhamiv2025.calicotab.com,durhamiv2025,"failed: ConnectionError: HTTPSConnectionPool(host='durhamiv2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/durhamiv2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='durhamiv2025.calicotab.com', port=443): Failed to resolve 'durhamiv2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
ddl2024.calicotab.com,DDL,"failed: ConnectionError: HTTPSConnectionPool(host='ddl2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/DDL/teams (Caused by NameResolutionError(""HTTPSConnection(host='ddl2024.calicotab.com', port=443): Failed to resolve 'ddl2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
ddl2025.calicotab.com,DDL25,"failed: ConnectionError: HTTPSConnectionPool(host='ddl2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/DDL25/teams (Caused by NameResolutionError(""HTTPSConnection(host='ddl2025.calicotab.com', port=443): Failed to resolve 'ddl2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
earlsfortopen2021.calicotab.com,earlsfortopen2021,"failed: ConnectionError: HTTPSConnectionPool(host='earlsfortopen2021.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/earlsfortopen2021/teams (Caused by NameResolutionError(""HTTPSConnection(host='earlsfortopen2021.calicotab.com', port=443): Failed to resolve 'earlsfortopen2021.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
earlsfort2023.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='earlsfort2023.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='earlsfort2023.calicotab.com', port=443): Failed to resolve 'earlsfort2023.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
earlsfort2024.calicotab.com,earslfort2024,"failed: ConnectionError: HTTPSConnectionPool(host='earlsfort2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/earslfort2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='earlsfort2024.calicotab.com', port=443): Failed to resolve 'earlsfort2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
earlsfortopen2025.calicotab.com,earlsfortopen2025,"failed: ConnectionError: HTTPSConnectionPool(host='earlsfortopen2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/earlsfortopen2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='earlsfortopen2025.calicotab.com', port=443): Failed to resolve 'earlsfortopen2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
eaudc24.calicotab.com,eaudc24,"failed: ConnectionError: HTTPSConnectionPool(host='eaudc24.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/eaudc24/teams (Caused by NameResolutionError(""HTTPSConnection(host='eaudc24.calicotab.com', port=443): Failed to resolve 'eaudc24.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
pratijjav19.calicotab.com,EastIndiaPre-Worlds,"failed: ConnectionError: HTTPSConnectionPool(host='pratijjav19.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/EastIndiaPre-Worlds/teams (Caused by NameResolutionError(""HTTPSConnection(host='pratijjav19.calicotab.com', port=443): Failed to resolve 'pratijjav19.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
muhib.calicotab.com,EMO,"failed: ConnectionError: HTTPSConnectionPool(host='muhib.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/EMO/teams (Caused by NameResolutionError(""HTTPSConnection(host='muhib.calicotab.com', port=443): Failed to resolve 'muhib.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
debatefoster.calicotab.com,ecoiv2024,"failed: ConnectionError: HTTPSConnectionPool(host='debatefoster.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/ecoiv2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='debatefoster.calicotab.com', port=443): Failed to resolve 'debatefoster.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
tabtastic.calicotab.com,econopen,"failed: ConnectionError: HTTPSConnectionPool(host='tabtastic.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/econopen/teams (Caused by NameResolutionError(""HTTPSConnection(host='tabtastic.calicotab.com', port=443): Failed to resolve 'tabtastic.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
edinburgh.calicotab.com,edcup22,"failed: ConnectionError: HTTPSConnectionPool(host='edinburgh.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/edcup22/teams (Caused by NameResolutionError(""HTTPSConnection(host='edinburgh.calicotab.com', port=443): Failed to resolve 'edinburgh.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
edcup23.calicotab.com,edcup23,"failed: ConnectionError: HTTPSConnectionPool(host='edcup23.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/edcup23/teams (Caused by NameResolutionError(""HTTPSConnection(host='edcup23.calicotab.com', port=443): Failed to resolve 'edcup23.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
edicup2024.calicotab.com,EdCup2024,"failed: ConnectionError: HTTPSConnectionPool(host='edicup2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/EdCup2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='edicup2024.calicotab.com', port=443): Failed to resolve 'edicup2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
edcup25.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='edcup25.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='edcup25.calicotab.com', port=443): Failed to resolve 'edcup25.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
ednn.calicotab.com,EdNN,"failed: ConnectionError: HTTPSConnectionPool(host='ednn.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/EdNN/teams (Caused by NameResolutionError(""HTTPSConnection(host='ednn.calicotab.com', port=443): Failed to resolve 'ednn.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
edidebates.calicotab.com,edopen23,"failed: ConnectionError: HTTPSConnectionPool(host='edidebates.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/edopen23/teams (Caused by NameResolutionError(""HTTPSConnection(host='edidebates.calicotab.com', port=443): Failed to resolve 'edidebates.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
muhib.calicotab.com,EduceDisdcDebte,"failed: ConnectionError: HTTPSConnectionPool(host='muhib.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/EduceDisdcDebte/teams (Caused by NameResolutionError(""HTTPSConnection(host='muhib.calicotab.com', port=443): Failed to resolve 'muhib.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
eindhovenopen2025.calicotab.com,EindhovenOpen2025,"failed: ConnectionError: HTTPSConnectionPool(host='eindhovenopen2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/EindhovenOpen2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='eindhovenopen2025.calicotab.com', port=443): Failed to resolve 'eindhovenopen2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
summerwars2022.calicotab.com,EVC2024,"failed: ConnectionError: HTTPSConnectionPool(host='summerwars2022.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/EVC2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='summerwars2022.calicotab.com', port=443): Failed to resolve 'summerwars2022.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
inspired.calicotab.com,empire2026,"failed: ConnectionError: HTTPSConnectionPool(host='inspired.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/empire2026/teams (Caused by NameResolutionError(""HTTPSConnection(host='inspired.calicotab.com', port=443): Failed to resolve 'inspired.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
enbp2024.calicotab.com,enbp2024,"failed: ConnectionError: HTTPSConnectionPool(host='enbp2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/enbp2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='enbp2024.calicotab.com', port=443): Failed to resolve 'enbp2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
erasmusnovice2023.calicotab.com,ErasmusNovice2023,"failed: ConnectionError: HTTPSConnectionPool(host='erasmusnovice2023.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/ErasmusNovice2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='erasmusnovice2023.calicotab.com', port=443): Failed to resolve 'erasmusnovice2023.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
ero2023.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='ero2023.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='ero2023.calicotab.com', port=443): Failed to resolve 'ero2023.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
ero2024.calicotab.com,ERO2024,"failed: ConnectionError: HTTPSConnectionPool(host='ero2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/ERO2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='ero2024.calicotab.com', port=443): Failed to resolve 'ero2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
dialectica.calicotab.com,Eristic2024,"failed: ConnectionError: HTTPSConnectionPool(host='dialectica.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/Eristic2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='dialectica.calicotab.com', port=443): Failed to resolve 'dialectica.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
argument.calicotab.com,BPpro-am2023,"failed: ConnectionError: HTTPSConnectionPool(host='argument.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/BPpro-am2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='argument.calicotab.com', port=443): Failed to resolve 'argument.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
argument.calicotab.com,bpproam2025,"failed: ConnectionError: HTTPSConnectionPool(host='argument.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/bpproam2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='argument.calicotab.com', port=443): Failed to resolve 'argument.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
argument.calicotab.com,suveaka2025eng,"failed: ConnectionError: HTTPSConnectionPool(host='argument.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/suveaka2025eng/teams (Caused by NameResolutionError(""HTTPSConnection(host='argument.calicotab.com', port=443): Failed to resolve 'argument.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
eudc2020.calicotab.com,eudc2020,"failed: ConnectionError: HTTPSConnectionPool(host='eudc2020.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/eudc2020/teams (Caused by NameResolutionError(""HTTPSConnection(host='eudc2020.calicotab.com', port=443): Failed to resolve 'eudc2020.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
eudc2021.calicotab.com,eudc2021,"failed: ConnectionError: HTTPSConnectionPool(host='eudc2021.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/eudc2021/teams (Caused by NameResolutionError(""HTTPSConnection(host='eudc2021.calicotab.com', port=443): Failed to resolve 'eudc2021.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
eudc2022.calicotab.com,eudc2022,"failed: ConnectionError: HTTPSConnectionPool(host='eudc2022.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/eudc2022/teams (Caused by NameResolutionError(""HTTPSConnection(host='eudc2022.calicotab.com', port=443): Failed to resolve 'eudc2022.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
eudc2023.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='eudc2023.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='eudc2023.calicotab.com', port=443): Failed to resolve 'eudc2023.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
eudc2024.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='eudc2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='eudc2024.calicotab.com', port=443): Failed to resolve 'eudc2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
eudc2025.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='eudc2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='eudc2025.calicotab.com', port=443): Failed to resolve 'eudc2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
eudc2026.calicotab.com,_,"failed: ConnectionError: HTTPSConnectionPool(host='eudc2026.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/_/teams (Caused by NameResolutionError(""HTTPSConnection(host='eudc2026.calicotab.com', port=443): Failed to resolve 'eudc2026.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
tabtastic.calicotab.com,eudcchallenge2021,"failed: ConnectionError: HTTPSConnectionPool(host='tabtastic.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/eudcchallenge2021/teams (Caused by NameResolutionError(""HTTPSConnection(host='tabtastic.calicotab.com', port=443): Failed to resolve 'tabtastic.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
zhmasud.calicotab.com,euphorianoviceopen,"failed: ConnectionError: HTTPSConnectionPool(host='zhmasud.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/euphorianoviceopen/teams (Caused by NameResolutionError(""HTTPSConnection(host='zhmasud.calicotab.com', port=443): Failed to resolve 'zhmasud.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
europeanroundrobin26.calicotab.com,err26,"failed: ConnectionError: HTTPSConnectionPool(host='europeanroundrobin26.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/err26/teams (Caused by NameResolutionError(""HTTPSConnection(host='europeanroundrobin26.calicotab.com', port=443): Failed to resolve 'europeanroundrobin26.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
exeinv2025.calicotab.com,ExeInv2025,"failed: ConnectionError: HTTPSConnectionPool(host='exeinv2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/ExeInv2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='exeinv2025.calicotab.com', port=443): Failed to resolve 'exeinv2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
exeteropen2024.calicotab.com,exeteropen2024,"failed: ConnectionError: HTTPSConnectionPool(host='exeteropen2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/exeteropen2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='exeteropen2024.calicotab.com', port=443): Failed to resolve 'exeteropen2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
exeteropen2025.calicotab.com,exeteropen2025,"failed: ConnectionError: HTTPSConnectionPool(host='exeteropen2025.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/exeteropen2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='exeteropen2025.calicotab.com', port=443): Failed to resolve 'exeteropen2025.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
exeteropen2026.calicotab.com,exeter2026,"failed: ConnectionError: HTTPSConnectionPool(host='exeteropen2026.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/exeter2026/teams (Caused by NameResolutionError(""HTTPSConnection(host='exeteropen2026.calicotab.com', port=443): Failed to resolve 'exeteropen2026.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
fastiv25.calicotab.com,fastivkhi25,"failed: ConnectionError: HTTPSConnectionPool(host='fastiv25.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/fastivkhi25/teams (Caused by NameResolutionError(""HTTPSConnection(host='fastiv25.calicotab.com', port=443): Failed to resolve 'fastiv25.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
guindon2024.calicotab.com,guindon2024,"failed: ConnectionError: HTTPSConnectionPool(host='guindon2024.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/guindon2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='guindon2024.calicotab.com', port=443): Failed to resolve 'guindon2024.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
bigboi.calicotab.com,fhdoxbbo-bp,"failed: ConnectionError: HTTPSConnectionPool(host='bigboi.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/fhdoxbbo-bp/teams (Caused by NameResolutionError(""HTTPSConnection(host='bigboi.calicotab.com', port=443): Failed to resolve 'bigboi.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
fsopen2023.calicotab.com,FSO2023,"failed: ConnectionError: HTTPSConnectionPool(host='fsopen2023.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/FSO2023/teams (Caused by NameResolutionError(""HTTPSConnection(host='fsopen2023.calicotab.com', port=443): Failed to resolve 'fsopen2023.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
tshi.calicotab.com,fsopen2024,"failed: ConnectionError: HTTPSConnectionPool(host='tshi.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/fsopen2024/teams (Caused by NameResolutionError(""HTTPSConnection(host='tshi.calicotab.com', port=443): Failed to resolve 'tshi.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
tshi.calicotab.com,fsiv2025,"failed: ConnectionError: HTTPSConnectionPool(host='tshi.calicotab.com', port=443): Max retries exceeded with url: /api/v1/tournaments/fsiv2025/teams (Caused by NameResolutionError(""HTTPSConnection(host='tshi.calicotab.com', port=443): Failed to resolve 'tshi.calicotab.com' ([Errno 8] nodename nor servname provided, or not known)""))",
